track_name,artist_name,genre,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms,popularity
Stay High,Brittany Howard,"['black americana', 'modern blues rock', 'neo soul']",0.598,0.853,-5.373,0.0545,0.132,0.132,0.312,121.988,191396,0
Homosapien,Pete Shelley,"['deep new wave', 'solo wave', 'synthpop', 'uk post-punk']",0.612,0.888,-8.083,0.0477,0.137,0.69,0.743,132.792,274707,0
Frederick,Patti Smith,"['art punk', 'permanent wave', 'protopunk', 'singer-songwriter']",0.421,0.829,-8.605,0.0387,0.171,0.0835,0.935,124.87,184333,0
Put On,Jeezy,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'old school atlanta hip hop', 'rap', 'southern hip hop', 'trap']",0.654,0.77,-6.091,0.0353,0.00342,0.0887,0.272,137.616,321293,0
Hey There - Single Version,Rosemary Clooney,"['adult standards', 'easy listening', 'torch song', 'vocal jazz']",0.445,0.101,-15.386,0.0367,0.97,0.144,0.206,88.163,178333,0
Hernando's Hideaway,Archie Bleyer,[],0.86,0.515,-10.354,0.144,0.122,0.166,0.689,118.883,152507,0
Weapon Of Choice,Fatboy Slim,"['big beat', 'electronica']",0.514,0.952,-8.655,0.136,0.279,0.351,0.868,101.206,345893,0
Lindberg,Robert Charlebois,['auteur-compositeur-interprete quebecois'],0.3,0.58,-8.814,0.0509,0.176,0.129,0.24,86.497,325347,0
Hit Me With Your Best Shot,Pat Benatar,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']",0.741,0.58,-9.05,0.0304,0.117,0.212,0.944,127.402,171267,0
Dom andra,kent,"['modern country pop', 'texas country']",0.527,0.871,-7.013,0.0663,0.0053,0.103,0.402,103.015,226773,0
Colors,ICE-T,"['emo rap', 'sad rap']",0.834,0.894,-8.631,0.377,0.0933,0.117,0.531,93.532,267200,0
Islands in the Stream,Kenny Rogers,"['classic country pop', 'country', 'nashville sound']",0.592,0.473,-9.834,0.0354,0.681,0.0732,0.741,203.989,249360,0
Thunder on the Mountain,Bob Dylan,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",0.572,0.879,-6.832,0.0376,0.599,0.509,0.854,154.471,353760,0
Rudie Can't Fail - Remastered,The Clash,"['alternative rock', 'permanent wave', 'punk', 'rock']",0.636,0.684,-9.37,0.0596,0.00312,0.0402,0.684,96.989,208867,0
Lucky Man - 2012 Remaster,"Emerson, Lake & Palmer","['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'singer-songwriter', 'soft rock', 'symphonic rock']",0.341,0.424,-14.158,0.0294,0.0912,0.0543,0.565,154.638,277653,0
You Are So Beautiful,Joe Cocker,"['album rock', 'blues rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",0.297,0.182,-10.944,0.0298,0.846,0.134,0.092,83.391,159640,0
Brand New Key,Melanie,"['alt z', 'electropop', 'pop']",0.667,0.412,-7.544,0.0353,0.817,0.107,0.82,83.816,144867,0
"Belle-Île-en-Mer, Marie-Galante",Laurent Voulzy,"['chanson', 'french pop']",0.582,0.267,-14.254,0.0258,0.0749,0.17,0.299,74.233,211613,0
Womp Womp,Valee,"['chicago rap', 'vapor trap']",0.877,0.558,-4.896,0.342,0.066,0.0745,0.493,157.027,226533,0
Back In My Arms Again,The Supremes,"['classic girl group', 'disco', 'motown', 'soul']",0.696,0.521,-11.168,0.0273,0.0182,0.404,0.479,121.215,174307,0
La Mamma - French Version,Charles Aznavour,['chanson'],0.457,0.436,-7.358,0.0303,0.844,0.153,0.359,103.821,225627,0
Rum And Coca-Cola - 1944 Single Version,The Andrews Sisters,"['adult standards', 'swing', 'torch song', 'vocal harmony group']",0.776,0.231,-12.029,0.124,0.433,0.0848,0.694,80.073,190000,0
Nightclubbing,Grace Jones,[],0.8,0.528,-9.43,0.0528,0.0388,0.345,0.44,77.536,307360,0
Wanderlust,Wild Beasts,"['alternative dance', 'british indie rock', 'chamber pop', 'chamber psych', 'leeds indie', 'new rave']",0.566,0.625,-10.696,0.047,0.0637,0.207,0.499,140.018,296040,0
Bloody Well Right,Supertramp,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",0.575,0.446,-13.839,0.105,0.426,0.0656,0.532,75.501,272432,0
Sisters Are Doin' It for Themselves - Remastered Version,Eurythmics,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock', 'sophisti-pop', 'synthpop']",0.67,0.903,-5.796,0.0402,0.0129,0.331,0.953,136.193,357147,0
Tostaky (Le continent),Noir Désir,"['chanson', 'french rock', 'rock alternatif francais']",0.229,0.957,-6.956,0.132,0.0372,0.218,0.375,131.593,329333,0
I Got A Line On You,Spirit,"['canadian metalcore', 'melodic metalcore']",0.436,0.615,-8.365,0.0321,0.378,0.5,0.757,149.347,157467,0
Blues Before Sunrise,Leroy Carr,"['acoustic blues', 'barrelhouse piano', 'blues', 'piano blues', 'traditional blues']",0.709,0.244,-10.693,0.0421,0.86,0.0827,0.477,75.731,210587,0
Levels - Radio Edit,Avicii,"['edm', 'pop', 'pop dance']",0.584,0.889,-5.941,0.0343,0.0462,0.309,0.464,126.04,199907,0
Destiny,John Talabot,"['balearic', 'electronica', 'float house', 'future garage', 'microhouse', 'minimal techno']",0.649,0.8,-9.663,0.0345,0.0363,0.0708,0.34,111.0,293627,0
It's a Shame (My Sister),Monie Love,"['alternative r&b', 'golden age hip hop', 'old school uk hip hop']",0.859,0.609,-10.695,0.113,0.0541,0.315,0.488,107.972,222840,0
The Way Young Lovers Do - 1999 Remaster,Van Morrison,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",0.389,0.511,-12.236,0.0405,0.216,0.08,0.6,127.477,197947,0
Salted Caramel Ice Cream,Metronomy,"['alternative dance', 'electronica', 'indietronica', 'neo-synthpop', 'new rave', 'socal pop punk']",0.893,0.523,-6.751,0.0639,0.00711,0.0876,0.883,125.027,210293,0
Don't Bring Me Down - Remastered,The Pretty Things,"['british blues', 'british invasion', 'protopunk', 'psychedelic rock']",0.548,0.656,-10.103,0.054,0.00219,0.0696,0.851,98.639,130347,0
Tears (Classic Vocal) - Remix,Frankie Knuckles,"['acid house', 'chicago house', 'classic house', 'deep house', 'diva house']",0.728,0.714,-8.86,0.0351,0.0304,0.0534,0.563,121.48,405142,0
Tell Him - Single Version,The Exciters,"['classic girl group', 'northern soul']",0.708,0.616,-10.827,0.198,0.445,0.299,0.908,177.061,156160,0
Darling Nikki,Prince,"['funk', 'funk rock', 'minneapolis sound', 'rock', 'synth funk']",0.355,0.707,-10.634,0.134,0.383,0.958,0.414,78.433,254493,0
Guitar Town,Steve Earle,"['alternative country', 'classic texas country', 'country rock', 'folk', 'heartland rock', 'outlaw country', 'roots rock', 'singer-songwriter']",0.661,0.496,-15.53,0.0357,0.229,0.0753,0.948,165.549,155267,0
Six Days on the Road,Dave Dudley,"['classic country pop', 'truck-driving country', 'western swing']",0.684,0.614,-11.571,0.0355,0.611,0.129,0.836,97.918,131533,0
Soun Tha Mi Primer Amor - Remastered,Kinky,"['electro latino', 'funk mexicano', 'latin alternative', 'mexican rock', 'rock en espanol']",0.83,0.838,-6.77,0.0776,0.0805,0.073,0.829,104.418,191000,0
Stars And Sons,Broken Social Scene,"['alternative rock', 'baroque pop', 'canadian indie', 'canadian rock', 'indie rock', 'noise pop']",0.466,0.931,-7.433,0.144,0.0588,0.678,0.522,125.601,308947,0
Gimme the Light,Sean Paul,"['dance pop', 'dancehall', 'pop', 'pop rap']",0.778,0.761,-5.529,0.0525,0.141,0.0441,0.923,107.288,228000,0
I Wanna Sex You Up - Single Mix,Color Me Badd,"['boy band', 'contemporary r&b', 'new jack swing']",0.551,0.591,-8.404,0.12,0.00549,0.0416,0.474,201.81,236947,0
Neuschnee,AK4711,[],0.543,0.808,-12.696,0.0262,0.00168,0.0743,0.639,140.245,247600,0
Waiting for a Train,Jimmie Rodgers,['yodeling'],0.596,0.274,-10.59,0.046,0.993,0.0978,0.608,75.591,163920,0
Bullet In the Head,Rage Against The Machine,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'hard rock', 'nu metal', 'political hip hop', 'post-grunge', 'rap metal', 'rap rock', 'rock']",0.418,0.806,-6.965,0.128,0.0032,0.623,0.447,164.202,307067,0
Crabbuckit,K-OS,"['latin viral pop', 'reggaeton mexicano', 'urbano mexicano']",0.833,0.701,-6.564,0.17,0.0166,0.0498,0.759,95.0,228773,0
NY Excuse,Soulwax,"['alternative dance', 'belgian electronic', 'belgian indie', 'belgian indie rock', 'belgian rock', 'electronica', 'filter house', 'ghent indie', 'mashup']",0.665,0.726,-5.888,0.051,0.00263,0.109,0.789,133.344,289960,0
It's Me Again Jah,Luciano,"['canzone napoletana', 'classical tenor', 'italian tenor', 'opera', 'operatic pop']",0.678,0.335,-12.797,0.311,0.473,0.264,0.599,77.101,242933,0
Have You Seen Her Face,The Byrds,"['album rock', 'beatlesque', 'blues rock', 'british blues', 'classic rock', 'cosmic american', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock']",0.525,0.637,-8.409,0.0285,0.43,0.317,0.793,130.832,159973,0
Love Come Down,"Evelyn ""Champagne"" King","['classic soul', 'disco', 'funk', 'minneapolis sound', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",0.904,0.624,-5.936,0.045,0.00622,0.0304,0.804,115.735,365760,0
Wonderful Life,Hurts,"['metropopolis', 'neo-synthpop']",0.696,0.836,-7.231,0.0584,0.167,0.184,0.414,120.022,254133,0
Wrapped Up In Books,Belle and Sebastian,"['alternative rock', 'baroque pop', 'chamber pop', 'indie rock', 'melancholia', 'scottish indie', 'scottish rock', 'singer-songwriter', 'twee pop']",0.505,0.77,-7.597,0.0313,0.0896,0.079,0.844,148.399,214373,0
Hellhole Ratrace,Girls,"['scam rap', 'trap queen']",0.405,0.552,-7.37,0.0355,0.23,0.283,0.078,114.897,416987,0
Kansas City Stomps,Jelly Roll Morton,"['dixieland', 'harlem renaissance', 'jazz piano', 'louisiana blues', 'new orleans blues', 'new orleans jazz', 'ragtime', 'vintage jazz']",0.536,0.401,-12.148,0.123,0.995,0.128,0.691,185.449,179827,0
Give It To Me Baby,Rick James,"['disco', 'funk', 'motown', 'quiet storm', 'soul', 'synth funk']",0.706,0.727,-8.714,0.0456,0.114,0.174,0.965,119.55,248133,0
Pretty Little Angel Eyes,Curtis Lee,"['doo-wop', 'rhythm and blues']",0.624,0.565,-8.164,0.0542,0.306,0.367,0.95,106.343,165213,0
What Would You Give In Exchange?,The Monroe Brothers,"['appalachian folk', 'bluegrass', 'country gospel', 'old-time', 'traditional folk', 'western swing']",0.441,0.234,-12.288,0.0625,0.987,0.0852,0.412,198.236,192200,0
"Piove...! (Ciao, ciao bambina)",Domenico Modugno,"['classic italian pop', 'italian adult pop']",0.321,0.372,-13.908,0.0349,0.872,0.0896,0.291,86.653,185967,0
La folle complainte,Charles Trenet,['chanson'],0.559,0.0457,-23.21,0.131,0.976,0.257,0.251,87.474,179933,0
Going Down Slow,St. Louis Jimmy Oden,[],0.584,0.0433,-21.11,0.0665,0.992,0.125,0.566,102.197,193672,0
Chant No. 1 (I Don't Need This Pressure On),Spandau Ballet,"['new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']",0.736,0.833,-7.031,0.0648,0.464,0.106,0.888,119.931,247907,0
A Fine Romance (A Sarcastic Love Song) (with Johnny Green & His Orchestra) - 78rpm Version,Fred Astaire,"['adult standards', 'tin pan alley', 'vintage hollywood']",0.509,0.133,-18.018,0.044,0.99,0.463,0.586,78.001,169573,0
Weißes Papier,Element Of Crime,"['german indie', 'german rock', 'liedermacher']",0.666,0.392,-11.311,0.0275,0.0264,0.162,0.14,107.962,201573,0
Too Drunk to Fuck,Dead Kennedys,"['alternative rock', 'early us punk', 'hardcore punk', 'punk']",0.441,0.966,-4.876,0.0503,0.000548,0.415,0.586,103.327,160653,0
The Pearls,Jelly Roll Morton,"['dixieland', 'harlem renaissance', 'jazz piano', 'louisiana blues', 'new orleans blues', 'new orleans jazz', 'ragtime', 'vintage jazz']",0.681,0.166,-22.129,0.0363,0.992,0.139,0.717,143.467,180573,0
Sweet Dreams (Of You) - Single Version,Patsy Cline,['nashville sound'],0.424,0.0324,-21.804,0.0334,0.957,0.369,0.291,82.972,157533,0
Mistral gagnant,Renaud,['violin'],0.362,0.368,-12.878,0.042,0.861,0.0937,0.393,82.751,165933,0
Honey,Mariah Carey,"['dance pop', 'pop', 'urban contemporary']",0.694,0.824,-6.756,0.0909,0.119,0.152,0.675,95.833,299827,0
Mama Kin,Aerosmith,"['album rock', 'classic rock', 'hard rock', 'rock']",0.425,0.878,-7.017,0.0461,0.123,0.249,0.856,153.121,269191,0
True Blue,Madonna,"['dance pop', 'pop']",0.798,0.909,-4.258,0.045,0.231,0.0502,0.866,117.947,257467,0
Isn't She Lovely,Stevie Wonder,"['motown', 'soul']",0.481,0.826,-6.974,0.0851,0.182,0.324,0.819,118.679,394267,0
I'm Free,The Soup Dragons,"['britpop', 'c86', 'madchester', 'scottish indie']",0.645,0.931,-6.041,0.0752,0.0973,0.0739,0.876,103.273,211693,0
Soy Gitano,Camaron De La Isla,"['cante flamenco', 'flamenco', 'pop flamenco', 'rumba']",0.515,0.804,-7.595,0.066,0.274,0.331,0.718,101.736,256480,0
Everybody's Changing,Keane,"['neo mellow', 'piano rock', 'pop rock']",0.515,0.835,-3.564,0.0293,0.00146,0.101,0.457,94.015,215160,0
Oldie,Odd Future,['underground hip hop'],0.839,0.583,-5.941,0.268,0.239,0.262,0.564,87.99,636213,0
Papillon,Editors,"['indie rock', 'modern rock']",0.506,0.947,-5.157,0.0612,2.1e-05,0.301,0.656,125.993,324134,0
Running Bear,Johnny Preston,"['doo-wop', 'rock-and-roll', 'rockabilly']",0.76,0.462,-8.936,0.0488,0.771,0.184,0.712,119.987,157987,0
Funkin' for Jamaica,Tom Browne,"['disco', 'funk', 'jazz funk', 'p funk', 'post-disco']",0.822,0.854,-6.7,0.237,0.178,0.0343,0.691,111.301,282080,0
Walk A Mile In My Shoes - 2002 Remaster / 24-Bit Mastering,Joe South,['bubblegum pop'],0.631,0.536,-12.135,0.0279,0.403,0.132,0.8,111.596,248093,0
Adore - 2020 Remaster,Prince,"['funk', 'funk rock', 'minneapolis sound', 'rock', 'synth funk']",0.717,0.435,-11.57,0.07,0.46,0.289,0.775,129.235,394864,0
The Grand Old Rag,Billy Murray,"['vaudeville', 'vintage jazz']",0.765,0.295,-14.281,0.0872,0.992,0.157,0.962,137.467,166322,0
Ahead By A Century,The Tragically Hip,"['canadian rock', 'kingston on indie', 'ontario indie', 'rock']",0.742,0.567,-9.269,0.0278,0.019,0.103,0.359,126.786,223133,0
E-Pro,Beck,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'urbano latino']",0.624,0.959,-6.253,0.0769,0.00133,0.101,0.69,95.794,202360,0
Catfish Blues,Robert Petway,"['delta blues', 'traditional blues']",0.596,0.308,-17.814,0.0495,0.977,0.108,0.834,183.398,174472,0
Death Cab for Cutie - 2007 Remaster,The Bonzo Dog Band,['zolo'],0.544,0.341,-10.34,0.0293,0.877,0.183,0.566,123.598,174187,0
J'ai demandé à la lune,Indochine,"['chanson', 'french pop', 'french rock', 'french synthpop']",0.712,0.632,-9.017,0.0237,0.233,0.246,0.619,109.999,209413,0
The Yeah Yeah Yeah Song - Extended Version,The Flaming Lips,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'noise pop', 'okc indie', 'singer-songwriter']",0.631,0.815,-4.529,0.0508,0.00841,0.785,0.268,107.987,322480,0
Jim Dandy Got Married,LaVern Baker,"['jump blues', 'rhythm and blues', 'torch song']",0.695,0.54,-10.89,0.224,0.786,0.0938,0.898,172.2,131360,0
Baby Scratch My Back - Single Version,Slim Harpo,"['acoustic blues', 'blues', 'harmonica blues', 'louisiana blues', 'swamp blues', 'swamp rock', 'traditional blues']",0.802,0.455,-11.673,0.0537,0.803,0.0607,0.932,122.853,173600,0
Is There A Ghost,Band of Horses,"['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock', 'stomp and holler']",0.299,0.843,-3.841,0.0354,0.0049,0.079,0.139,135.643,179667,0
Private Dancer - 2015 Remaster,Tina Turner,"['new wave pop', 'soft rock']",0.587,0.572,-9.656,0.0413,0.363,0.0915,0.471,115.466,434373,0
"Apparently Nothin' - 12"" Mix",Young Disciples,['acid jazz'],0.866,0.668,-6.393,0.0795,0.0111,0.09,0.733,102.947,278787,0
If You Wanna,The Vaccines,"['garage rock', 'indie rock', 'modern rock', 'rock']",0.353,0.866,-3.274,0.0392,3.03e-05,0.295,0.544,165.215,174013,0
I THINK,"Tyler, The Creator","['hip hop', 'rap']",0.826,0.579,-8.241,0.0801,0.00881,0.129,0.431,121.075,212013,0
"Sugar, We're Goin Down",Fall Out Boy,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",0.494,0.842,-4.784,0.0843,0.00579,0.122,0.574,162.011,229093,0
Dreams,The Cranberries,"['irish rock', 'pop rock', 'rock']",0.551,0.643,-13.091,0.0353,0.00313,0.421,0.514,128.661,271560,0
Survivalism,Nine Inch Nails,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']",0.618,0.675,-5.723,0.0679,0.000892,0.133,0.354,129.983,262493,0
I don't care as long as you sing,Beatsteaks,"['german pop', 'german punk', 'german punk rock', 'german rock']",0.531,0.816,-5.657,0.028,6.58e-05,0.151,0.72,128.874,213841,0
Dirrty (feat. Redman),Christina Aguilera,"['dance pop', 'pop']",0.64,0.889,-3.073,0.322,0.107,0.339,0.436,99.931,298853,0
Ain't it Funny,Danny Brown,"['alternative hip hop', 'detroit hip hop', 'escape room', 'hip hop', 'underground hip hop']",0.483,0.84,-5.116,0.0965,0.0108,0.382,0.204,114.379,177025,0
Chill out Tent,The Hold Steady,"['alternative country', 'heartland rock']",0.523,0.788,-5.006,0.0445,0.0626,0.34,0.775,118.918,222240,0
Need A Little Time,Courtney Barnett,"['art pop', 'australian indie', 'chamber pop', 'indie pop', 'indie rock', 'melbourne indie', 'noise pop', 'singer-songwriter']",0.539,0.642,-5.726,0.0314,0.0164,0.131,0.273,101.957,238253,0
You Won't See Me - Remastered 2009,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.488,0.539,-8.752,0.0304,0.136,0.0538,0.473,115.941,199960,0
Wait and Bleed,Slipknot,"['alternative metal', 'nu metal', 'rap metal', 'rock']",0.382,0.996,-4.119,0.104,0.00208,0.417,0.327,93.345,147840,0
I Walked,Sufjan Stevens,"['art pop', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'singer-songwriter']",0.59,0.451,-12.879,0.0635,0.678,0.502,0.727,129.942,302827,0
She's Strange - Single Version,Cameo,"['disco', 'funk', 'motown', 'new jack swing', 'p funk', 'popping', 'post-disco', 'quiet storm', 'soul']",0.81,0.706,-8.259,0.087,0.303,0.089,0.866,108.956,225840,0
Aline,Christophe,"['broadway', 'movie tunes', 'show tunes']",0.274,0.73,-3.4,0.0332,0.431,0.325,0.519,178.655,169947,0
Devil's Pie,D'Angelo,[],0.916,0.455,-8.446,0.231,0.00306,0.713,0.562,92.092,321643,0
That Old Black Magic,Glenn Miller,"['adult standards', 'big band', 'dixieland', 'easy listening', 'jazz trombone', 'lounge', 'swing', 'vocal jazz']",0.473,0.129,-15.488,0.0348,0.99,0.111,0.239,111.697,183933,0
The Trolley Song,Judy Garland,"['adult standards', 'torch song', 'vocal jazz']",0.57,0.436,-10.472,0.052,0.778,0.452,0.69,144.255,171533,0
La solitude,Barbara,"['grupera', 'mexican pop', 'musica mexicana']",0.514,0.128,-11.783,0.0449,0.951,0.116,0.36,95.06,195600,0
Canal Street Blues,King Oliver's Creole Jazz Band,"['big band', 'dixieland', 'hot jazz', 'swing', 'vintage jazz']",0.481,0.277,-16.965,0.138,0.996,0.115,0.738,179.818,156267,0
Don't You Know?,Della Reese,[],0.149,0.367,-13.011,0.0347,0.799,0.0996,0.374,170.558,151707,0
Love Spreads,The Stone Roses,"['britpop', 'dance rock', 'madchester']",0.435,0.88,-8.451,0.0448,0.00265,0.436,0.593,91.116,347093,0
Awaiting on You All - 2014 Remaster,George Harrison,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",0.354,0.87,-6.52,0.0407,0.036,0.142,0.874,89.475,168045,0
Come On! Feel the Illinoise! Part I: The World's Columbian Exposition Part II: Carl Sandburg Visits Me In A Dream,Sufjan Stevens,"['art pop', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'singer-songwriter']",0.429,0.457,-8.495,0.0332,0.518,0.123,0.709,109.86,405627,0
Blue Lights,Jorja Smith,"['r&b', 'uk contemporary r&b']",0.692,0.57,-8.077,0.185,0.666,0.107,0.309,91.917,250454,0
Slow Poke,Pee Wee King,['western swing'],0.737,0.148,-15.748,0.145,0.823,0.0809,0.782,133.931,182067,0
Jessica,Adam Green,['anti-folk'],0.424,0.507,-8.186,0.0325,0.382,0.0976,0.284,92.307,157293,0
Hey DJ,Worlds Famous Supreme Team,['electro'],0.786,0.963,-2.84,0.127,0.207,0.169,0.897,94.63,206081,0
Nothing From Nothing,Billy Preston,"['psychedelic soul', 'rock keyboard', 'soul']",0.808,0.83,-3.995,0.0283,0.613,0.198,0.909,102.8,156200,0
